OS,Data_Solicitacao,Cliente,Tipo_Cliente,Quem_Solicitou,Produto,Valor_OS,Transportadora,Valor_Envio,Rastreio,Quem_Autorizou,Status,Prazo_Entrega_Dias
181410,2025-09-05,Fabrício Damasceno,PF,Cliente direto,iPhone 15 Pro,8314.88,Retirada no balcão,0.0,S/N,Marcelo,Entregue,14.0
180333,2025-09-06,Rodolfo Espíndola,PF,Cliente direto,Mac Mini,0.01,Correios,110.08,AD212980632BR,Vanessa,Entregue,8.0
180779,2025-09-06,Rafaela Monteiro,PF,Cliente direto,Apple Watch,2631.9,Correios,52.3,AD653648588BR,Vanessa,Entregue,2.0
181215,2025-09-09,Rodolfo Espíndola,PF,Cliente direto,Carregador,328.5,Correios,71.1,AD632862114BR,Renan,Entregue,7.0
180081,2025-09-11,Leonardo Guimarães,PF,Cliente direto,Magic Mouse,614.04,FOX,121.34,9480477258,Patrícia,Entregue,6.0
180248,2025-09-11,Otávio Marinho,PF,Cliente direto,iPhone 15,5167.0,FOX,232.03,3358916945,Patrícia,Entregue,5.0
180186,2025-09-12,Ventura Seguros,PJ,Filial Regional,iMac,0.01,DHL,431.01,6735210637,Sabrina,Entregue,2.0
181394,2025-09-13,Natália Quaresma,PF,Cliente direto,iPhone 13,0.01,Uber,48.04,S/N,Vanessa,Entregue,4.0
180915,2025-09-14,Otávio Marinho,PF,Cliente direto,iMac,15370.82,FOX,450.6,4728944734,Patrícia,Entregue,5.0
181023,2025-09-15,Priscila Nogueira,PF,Cliente direto,MacBook Air,8794.16,DHL,272.34,9460281387,Patrícia,Devolvido,
180659,2025-09-15,Débora Farias,PF,Cliente direto,iPhone 15,6485.77,DHL,255.55,3874906100,Vanessa,Entregue,7.0
180942,2025-09-15,Leonardo Guimarães,PF,Cliente direto,Carregador,263.78,DHL,196.5,8381841093,Renan,Entregue,2.0
181147,2025-09-17,Eduardo Vasconcelos,PF,Cliente direto,Trackpad,698.44,FOX,181.84,2413757698,Vanessa,Entregue,2.0
181413,2025-09-17,Vantage Digital,PJ,Filial Regional,iPhone 15 Pro,8036.18,Retirada no balcão,0.0,S/N,Diego,Entregue,10.0
180626,2025-09-18,Aliança Cooperativa,PJ,Filial Regional,iPhone 15 Pro,7078.16,Correios Seguro,63.15,AD454824193BR,Renan,Entregue,4.0
180714,2025-09-18,Priscila Nogueira,PF,Cliente direto,MacBook Air,0.01,DHL,327.46,3607632053,Patrícia,Entregue,1.0
181204,2025-09-19,Rafaela Monteiro,PF,Cliente direto,MacBook Air,10497.6,DHL,347.72,8456131910,Sabrina,Entregue,6.0
180813,2025-09-21,Gabriel Torquato,PF,Cliente direto,iPad Pro,5626.49,FOX,282.37,9743602732,Marcelo,Entregue,6.0
180203,2025-09-23,Rafaela Monteiro,PF,Cliente direto,iPad,0.01,DHL,236.06,8031376349,Diego,Entregue,3.0
180467,2025-09-23,Aline Serpa,PF,Cliente direto,iPhone 14,4996.99,Correios,77.79,AD342610256BR,Marcelo,Entregue,3.0
181211,2025-09-23,Planalto Distribuidora,PJ,Filial Regional,Carregador,266.95,Correios,52.52,AD849926928BR,Igor,Entregue,4.0
180444,2025-09-24,Gabriel Torquato,PF,Cliente direto,iPhone 15 Pro,0.01,DHL,241.66,6819519946,Vanessa,Entregue,10.0
180556,2025-09-24,Vinícius Cordeiro,PF,Cliente direto,Mac Mini,6348.2,Correios,127.69,AD625961868BR,Vanessa,Entregue,10.0
181391,2025-09-24,Sabrina Peixoto,PF,Cliente direto,MacBook Air,9919.95,FOX,294.41,1407998019,Renan,Devolvido,
180482,2025-09-27,Aliança Cooperativa,PJ,Filial Regional,iPhone 14,4369.78,DHL,188.62,1141362904,Igor,Entregue,2.0
180995,2025-09-28,Gabriel Torquato,PF,Cliente direto,Magic Mouse,498.42,Correios,31.01,AD321540196BR,Igor,Entregue,5.0
181385,2025-09-29,Fabrício Damasceno,PF,Cliente direto,iMac,0.01,DHL,441.15,4775540883,Diego,Entregue,4.0
180657,2025-09-30,Simone Aragão,PF,Cliente direto,iPhone 15 Pro,9946.22,Correios,56.97,AD985575275BR,Diego,Entregue,6.0
180818,2025-10-01,Eduardo Vasconcelos,PF,Cliente direto,iMac,0.01,Correios,162.05,AD279291529BR,Igor,Entregue,3.0
180404,2025-10-05,Aline Serpa,PF,Cliente direto,MacBook Pro 14,15464.92,Correios,151.72,AD172070263BR,Marcelo,Entregue,3.0
180037,2025-10-06,Vórtice Consultoria,PJ,Filial Regional,Cabo USB-C,0.01,Retirada no balcão,0.0,S/N,Patrícia,Entregue,3.0
180822,2025-10-07,Aliança Cooperativa,PJ,Filial Regional,Acessórios diversos,408.68,Correios,60.48,AD649361169BR,Diego,Pendente de envio,
181169,2025-10-08,Leonardo Guimarães,PF,Cliente direto,MacBook Air,7848.18,DHL,264.84,9709984274,Diego,Entregue,2.0
181057,2025-10-08,Simone Aragão,PF,Cliente direto,iPhone 14,6388.05,FOX,178.48,8732377719,Diego,Em trânsito,
180446,2025-10-08,Marcos Aurélio Vieira,PF,Cliente direto,MacBook Air,0.01,FOX,297.61,3039687760,Sabrina,Entregue,4.0
180042,2025-10-10,Fabrício Damasceno,PF,Cliente direto,iPhone 14,0.01,Correios,83.93,AD398327495BR,Igor,Em trânsito,
181006,2025-10-10,Ventura Seguros,PJ,Filial Regional,iPhone 14,4523.96,FOX,242.44,2056512480,Renan,Entregue,6.0
180199,2025-10-11,Natália Quaresma,PF,Cliente direto,Trackpad,792.0,Retirada no balcão,0.0,S/N,Diego,Pendente de envio,
181102,2025-10-12,Axiom Tecnologia,PJ,Filial Regional,Trackpad,602.13,FOX,174.8,4415853186,Renan,Entregue,5.0
180378,2025-10-12,Leonardo Guimarães,PF,Cliente direto,Magic Mouse,651.25,DHL,156.98,9811964654,Marcelo,Entregue,7.0
180187,2025-10-13,Ipê Educacional,PJ,Filial Regional,iPhone 15,0.01,Retirada no balcão,0.0,S/N,Patrícia,Entregue,3.0
181346,2025-10-14,Fortaleza Cimentos,PJ,Filial Regional,iMac,13566.88,Correios,183.88,AD270676755BR,Vanessa,Entregue,6.0
181403,2025-10-15,Ventura Seguros,PJ,Filial Regional,Trackpad,672.93,DHL,173.24,4387067680,Vanessa,Entregue,3.0
180108,2025-10-16,Aline Serpa,PF,Cliente direto,MacBook Pro 14,17090.73,Retirada no balcão,0.0,S/N,Diego,Entregue,1.0
181226,2025-10-17,Renata Camargo,PF,Cliente direto,AirPods Pro,1247.8,Correios,73.68,AD511216959BR,Patrícia,Entregue,14.0
180744,2025-10-18,Bem-Estar Hospitalar,PJ,Filial Regional,MacBook Pro 14,0.01,DHL,312.57,3072048147,Sabrina,Devolvido,
181392,2025-10-18,Simone Aragão,PF,Cliente direto,MacBook Pro 16,21139.67,DHL,367.94,4221406026,Patrícia,Em trânsito,
180588,2025-10-18,Metrópole Logística,PJ,Filial Regional,Trackpad,715.99,DHL,186.08,9147611283,Marcelo,Pendente de envio,
180193,2025-10-19,Beluga Advocacia,PJ,Filial Regional,iPad,0.01,Correios Seguro,54.17,AD905886866BR,Renan,Entregue,4.0
180130,2025-10-19,Axiom Tecnologia,PJ,Filial Regional,Trackpad,0.01,FOX,170.56,4366979566,Sabrina,Pendente de envio,
180743,2025-10-19,Débora Farias,PF,Cliente direto,Magic Mouse,548.1,DHL,136.54,2768588823,Renan,Entregue,3.0
180842,2025-10-19,Henrique Salgado,PF,Cliente direto,Carregador,0.01,Correios Seguro,85.61,AD893105613BR,Igor,Entregue,7.0
180472,2025-10-21,Rafaela Monteiro,PF,Cliente direto,MacBook Pro 14,0.01,DHL,346.43,4194934549,Vanessa,Entregue,5.0
180906,2025-10-21,Eduardo Vasconcelos,PF,Cliente direto,Magic Mouse,0.01,DHL,142.81,1957346036,Igor,Pendente de envio,
180054,2025-10-23,Henrique Salgado,PF,Cliente direto,Cabo USB-C,151.79,DHL,147.76,6191598346,Marcelo,Entregue,4.0
180670,2025-10-24,Gabriel Torquato,PF,Cliente direto,iPhone 14,6039.09,Correios,107.08,AD744373223BR,Diego,Devolvido,
180306,2025-10-26,Planalto Distribuidora,PJ,Filial Regional,Carregador,251.47,DHL,160.46,6719597153,Igor,Entregue,2.0
181270,2025-10-29,Beluga Advocacia,PJ,Filial Regional,Magic Mouse,698.25,Correios,83.09,AD613613641BR,Marcelo,Entregue,2.0
181171,2025-10-30,Bem-Estar Hospitalar,PJ,Filial Regional,MacBook Pro 14,0.01,FOX,359.41,4167953304,Diego,Em trânsito,
181028,2025-10-30,Natália Quaresma,PF,Cliente direto,Trackpad,703.94,DHL,202.14,9627721348,Patrícia,Pendente de envio,
180792,2025-10-31,Natália Quaresma,PF,Cliente direto,iPad,4225.06,DHL,226.26,4734586278,Patrícia,Entregue,10.0
180622,2025-11-01,Leonardo Guimarães,PF,Cliente direto,Trackpad,656.7,Correios Seguro,52.22,AD180956192BR,Sabrina,Entregue,5.0
181338,2025-11-01,Axiom Tecnologia,PJ,Filial Regional,Magic Mouse,561.74,FOX,161.78,1872795411,Marcelo,Entregue,14.0
180719,2025-11-02,Cristiane Bittencourt,PF,Cliente direto,iPhone 13,5160.54,DHL,161.09,7470372592,Igor,Entregue,3.0
180752,2025-11-04,Aline Serpa,PF,Cliente direto,iPhone 15,7113.91,Correios Seguro,108.26,AD407513715BR,Patrícia,Entregue,1.0
180455,2025-11-04,Vinícius Cordeiro,PF,Cliente direto,iPhone 15,0.01,Correios,81.97,AD535927078BR,Renan,Entregue,3.0
180940,2025-11-05,Constelar Engenharia,PJ,Filial Regional,AirPods Pro,1636.2,FOX,120.72,6289530149,Marcelo,Entregue,3.0
180982,2025-11-05,Aline Serpa,PF,Cliente direto,Carregador,0.01,FOX,80.99,5843196832,Renan,Entregue,7.0
180830,2025-11-05,Metrópole Logística,PJ,Filial Regional,Cabo USB-C,110.26,DHL,140.61,2433086429,Diego,Entregue,5.0
180791,2025-11-08,Estrada Real Transportes,PJ,Filial Regional,iPhone 15,0.01,Correios Seguro,80.45,AD893225274BR,Sabrina,Entregue,7.0
180353,2025-11-08,Constelar Engenharia,PJ,Filial Regional,MacBook Pro 16,26922.16,Retirada no balcão,0.0,S/N,Diego,Pendente de envio,
180077,2025-11-08,Tatiane Rezende,PF,Cliente direto,iPad,4595.52,Retirada no balcão,0.0,S/N,Sabrina,Em trânsito,
180133,2025-11-09,Vinícius Cordeiro,PF,Cliente direto,Trackpad,792.62,Correios,75.9,AD552342173BR,Sabrina,Entregue,2.0
180723,2025-11-10,Fabrício Damasceno,PF,Cliente direto,iPhone 15 Pro,0.01,Correios,65.88,AD106203552BR,Diego,Entregue,1.0
180089,2025-11-11,Priscila Nogueira,PF,Cliente direto,iPhone 13,4172.24,Retirada no balcão,0.0,S/N,Patrícia,Entregue,3.0
180364,2025-11-13,Cedro Participações,PJ,Filial Regional,Trackpad,826.73,DHL,161.02,2340870464,Diego,Entregue,4.0
180634,2025-11-13,Cristiane Bittencourt,PF,Cliente direto,Mac Mini,6098.77,DHL,325.11,7470041738,Igor,Entregue,2.0
180215,2025-11-14,Priscila Nogueira,PF,Cliente direto,Carregador,0.01,FOX,135.41,2140563900,Patrícia,Entregue,3.0
181199,2025-11-16,Aline Serpa,PF,Cliente direto,MacBook Pro 16,22023.26,Uber,37.37,S/N,Igor,Em trânsito,
180562,2025-11-16,Bem-Estar Hospitalar,PJ,Filial Regional,Apple Watch,2428.54,Correios,87.32,AD590602940BR,Patrícia,Cancelado,
180646,2025-11-17,Rodolfo Espíndola,PF,Cliente direto,AirPods Pro,1683.0,FOX,122.48,3924783670,Patrícia,Entregue,5.0
181174,2025-11-18,Bem-Estar Hospitalar,PJ,Filial Regional,iPad,4499.59,Retirada no balcão,0.0,S/N,Renan,Entregue,3.0
180304,2025-11-18,Igor Bezerra,PF,Cliente direto,Cabo USB-C,111.6,FOX,164.88,2689897756,Vanessa,Entregue,10.0
180265,2025-11-19,Cedro Participações,PJ,Filial Regional,MacBook Air,9889.65,Correios,84.77,AD948590932BR,Patrícia,Entregue,3.0
180732,2025-11-21,Rafaela Monteiro,PF,Cliente direto,Magic Mouse,663.65,DHL,171.95,1154672890,Renan,Entregue,2.0
181051,2025-11-22,Axiom Tecnologia,PJ,Filial Regional,MacBook Pro 14,16642.79,DHL,296.82,4220565615,Sabrina,Em trânsito,
180738,2025-11-22,Axiom Tecnologia,PJ,Filial Regional,Cabo USB-C,0.01,Correios,15.0,AD456459817BR,Sabrina,Entregue,6.0
181349,2025-11-23,Aline Serpa,PF,Cliente direto,iPhone 13,0.01,DHL,235.66,5511050470,Sabrina,Entregue,3.0
180931,2025-11-25,Cristiane Bittencourt,PF,Cliente direto,MacBook Pro 16,0.01,Correios,107.31,AD319521672BR,Vanessa,Em trânsito,
181366,2025-11-25,Marcos Aurélio Vieira,PF,Cliente direto,Acessórios diversos,453.31,DHL,182.39,7315559072,Marcelo,Entregue,8.0
181017,2025-11-26,Aliança Cooperativa,PJ,Filial Regional,Mac Mini,4967.59,FOX,274.15,6825035671,Igor,Entregue,10.0
180165,2025-11-26,Rodolfo Espíndola,PF,Cliente direto,AirPods Pro,1684.15,Correios,31.91,AD331048965BR,Sabrina,Entregue,3.0
180578,2025-11-26,Rodolfo Espíndola,PF,Cliente direto,MacBook Air,9697.95,Correios,63.04,AD941377075BR,Sabrina,Entregue,3.0
180043,2025-11-27,Leonardo Guimarães,PF,Cliente direto,AirPods Pro,1962.0,DHL,186.42,1756849392,Patrícia,Entregue,3.0
180480,2025-11-28,Natália Quaresma,PF,Cliente direto,iPhone 15,6661.64,Correios,116.57,AD878058375BR,Renan,Entregue,3.0
181107,2025-11-29,Bem-Estar Hospitalar,PJ,Filial Regional,Cabo USB-C,129.26,Uber,31.36,S/N,Vanessa,Cancelado,
180984,2025-11-29,Renata Camargo,PF,Cliente direto,MacBook Pro 14,11146.67,Correios Seguro,106.42,AD784528464BR,Marcelo,Entregue,6.0
180925,2025-12-01,Estrada Real Transportes,PJ,Filial Regional,MacBook Air,9469.33,Correios,136.12,AD953558927BR,Vanessa,Entregue,5.0
180922,2025-12-02,Constelar Engenharia,PJ,Filial Regional,iPad Pro,9739.86,Correios,94.64,AD267389248BR,Vanessa,Entregue,10.0
180912,2025-12-03,Estrada Real Transportes,PJ,Filial Regional,Magic Mouse,0.01,FOX,134.19,5078979126,Sabrina,Entregue,8.0
180332,2025-12-05,Gabriel Torquato,PF,Cliente direto,iPhone 14,5509.32,Correios,101.28,AD271731462BR,Marcelo,Entregue,3.0
181193,2025-12-06,Vórtice Consultoria,PJ,Filial Regional,Mac Mini,0.01,Uber,28.31,S/N,Diego,Entregue,6.0
181316,2025-12-06,Litoral Alimentos,PJ,Filial Regional,Carregador,225.53,FOX,163.99,6612864426,Renan,Em trânsito,
180323,2025-12-07,Priscila Nogueira,PF,Cliente direto,iPhone 15,6601.8,DHL,207.7,8629393826,Vanessa,Pendente de envio,
181426,2025-12-08,Henrique Salgado,PF,Cliente direto,iPhone 14,5890.21,Retirada no balcão,0.0,S/N,Vanessa,Entregue,4.0
180432,2025-12-08,Leonardo Guimarães,PF,Cliente direto,Magic Mouse,725.79,Correios,81.82,AD212322843BR,Renan,Cancelado,
181065,2025-12-09,Fortaleza Cimentos,PJ,Filial Regional,Apple Watch,0.01,FOX,193.46,3922809731,Diego,Entregue,3.0
181275,2025-12-09,Aliança Cooperativa,PJ,Filial Regional,MacBook Pro 14,0.01,Correios,129.91,AD447907287BR,Marcelo,Entregue,4.0
180314,2025-12-10,Igor Bezerra,PF,Cliente direto,AirPods Pro,0.01,DHL,146.57,4951699452,Diego,Entregue,2.0
180516,2025-12-10,Rodolfo Espíndola,PF,Cliente direto,Mac Mini,0.01,Correios,152.48,AD930469708BR,Igor,Entregue,7.0
180524,2025-12-11,Gabriel Torquato,PF,Cliente direto,Carregador,0.01,DHL,126.26,5105100546,Marcelo,Devolvido,
180746,2025-12-12,Sabrina Peixoto,PF,Cliente direto,Acessórios diversos,446.03,DHL,164.4,6859537779,Marcelo,Cancelado,
180421,2025-12-13,Renata Camargo,PF,Cliente direto,Carregador,250.32,Correios,95.99,AD735534654BR,Igor,Entregue,3.0
180684,2025-12-13,Cristiane Bittencourt,PF,Cliente direto,iPad,4148.56,DHL,276.56,5302204322,Diego,Entregue,2.0
180512,2025-12-13,Priscila Nogueira,PF,Cliente direto,Trackpad,758.94,DHL,182.09,6180232131,Diego,Entregue,3.0
180426,2025-12-14,Sabrina Peixoto,PF,Cliente direto,MacBook Pro 14,14553.97,FOX,339.91,2618519046,Marcelo,Entregue,3.0
181187,2025-12-15,Aliança Cooperativa,PJ,Filial Regional,MacBook Pro 14,17890.81,Correios Seguro,130.86,AD925923933BR,Renan,Devolvido,
180153,2025-12-17,Bem-Estar Hospitalar,PJ,Filial Regional,MacBook Pro 16,0.01,Correios,147.62,AD291018544BR,Igor,Entregue,1.0
180263,2025-12-17,Rafaela Monteiro,PF,Cliente direto,Trackpad,854.11,FOX,164.36,6196931625,Patrícia,Entregue,7.0
180449,2025-12-17,Vórtice Consultoria,PJ,Filial Regional,iPhone 14,4114.57,Uber,46.27,S/N,Marcelo,Entregue,2.0
180530,2025-12-19,Vantage Digital,PJ,Filial Regional,iPhone 13,0.01,DHL,237.26,6572309492,Marcelo,Entregue,10.0
180287,2025-12-21,Bem-Estar Hospitalar,PJ,Filial Regional,iPhone 15,0.01,Correios,79.5,AD594662796BR,Renan,Devolvido,
180680,2025-12-22,Aline Serpa,PF,Cliente direto,iPad Pro,12232.45,Correios,74.46,AD413949542BR,Sabrina,Entregue,5.0
180079,2025-12-22,Sabrina Peixoto,PF,Cliente direto,Carregador,295.96,FOX,153.52,5250315046,Sabrina,Entregue,2.0
180584,2025-12-22,Litoral Alimentos,PJ,Filial Regional,MacBook Pro 14,15796.76,Retirada no balcão,0.0,S/N,Igor,Entregue,6.0
180343,2025-12-23,Renata Camargo,PF,Cliente direto,MacBook Pro 16,26177.19,DHL,275.84,2011482045,Vanessa,Pendente de envio,
180416,2025-12-26,Henrique Salgado,PF,Cliente direto,MacBook Pro 16,0.01,Uber,34.43,S/N,Sabrina,Devolvido,
180502,2025-12-26,Metrópole Logística,PJ,Filial Regional,iPhone 15 Pro,7573.2,DHL,202.12,9980302193,Diego,Entregue,3.0
180856,2025-12-26,Renata Camargo,PF,Cliente direto,iPhone 13,4881.01,Correios,45.43,AD591668966BR,Igor,Entregue,3.0
181278,2025-12-27,Fabrício Damasceno,PF,Cliente direto,iPhone 14,0.01,Correios,62.81,AD950739768BR,Marcelo,Entregue,4.0
180706,2025-12-27,Axiom Tecnologia,PJ,Filial Regional,MacBook Pro 16,0.01,Retirada no balcão,0.0,S/N,Igor,Entregue,7.0
180785,2025-12-28,Tatiane Rezende,PF,Cliente direto,AirPods Pro,2123.87,Uber,35.32,S/N,Patrícia,Em trânsito,
180338,2025-12-29,Metrópole Logística,PJ,Filial Regional,Magic Mouse,0.01,DHL,176.11,4262313895,Igor,Entregue,3.0
180299,2025-12-30,Igor Bezerra,PF,Cliente direto,Magic Mouse,0.01,Retirada no balcão,0.0,S/N,Patrícia,Entregue,2.0
181200,2025-12-31,Bem-Estar Hospitalar,PJ,Filial Regional,Magic Mouse,0.01,Retirada no balcão,0.0,S/N,Vanessa,Entregue,5.0
181369,2026-01-01,Henrique Salgado,PF,Cliente direto,iPhone 15,0.01,Correios Seguro,91.43,AD804945740BR,Igor,Entregue,4.0
181112,2026-01-02,Ventura Seguros,PJ,Filial Regional,Magic Mouse,557.49,Correios,52.24,AD929302078BR,Marcelo,Pendente de envio,
181419,2026-01-03,Metrópole Logística,PJ,Filial Regional,Cabo USB-C,0.01,Retirada no balcão,0.0,S/N,Patrícia,Pendente de envio,
181085,2026-01-07,Igor Bezerra,PF,Cliente direto,Carregador,0.01,Correios,31.01,AD332265771BR,Diego,Pendente de envio,
180879,2026-01-07,Ipê Educacional,PJ,Filial Regional,iPhone 14,0.01,Correios,95.98,AD180624330BR,Sabrina,Entregue,6.0
180018,2026-01-08,Gabriel Torquato,PF,Cliente direto,MacBook Pro 16,23667.49,Correios,119.47,AD934543046BR,Igor,Entregue,2.0
180028,2026-01-08,Vantage Digital,PJ,Filial Regional,iPhone 14,5881.64,Correios,74.59,AD978700210BR,Diego,Entregue,2.0
180547,2026-01-08,Simone Aragão,PF,Cliente direto,iPad,2419.31,FOX,209.05,7244464541,Marcelo,Entregue,1.0
181312,2026-01-08,Rafaela Monteiro,PF,Cliente direto,MacBook Pro 14,20216.11,DHL,319.72,2126755406,Renan,Entregue,4.0
180409,2026-01-08,Natália Quaresma,PF,Cliente direto,Carregador,299.58,DHL,168.3,1559509547,Marcelo,Entregue,3.0
180305,2026-01-08,Eduardo Vasconcelos,PF,Cliente direto,MacBook Pro 14,14578.26,Uber,57.24,S/N,Vanessa,Entregue,3.0
180236,2026-01-09,Aline Serpa,PF,Cliente direto,AirPods Pro,0.01,DHL,201.23,6772264875,Marcelo,Entregue,2.0
180385,2026-01-09,Sabrina Peixoto,PF,Cliente direto,iMac,0.01,Correios Seguro,142.56,AD618334357BR,Patrícia,Entregue,4.0
180262,2026-01-11,Axiom Tecnologia,PJ,Filial Regional,iPad,0.01,Correios,103.78,AD197811806BR,Renan,Entregue,7.0
181135,2026-01-12,Ipê Educacional,PJ,Filial Regional,iPhone 15,6606.05,Correios Seguro,70.2,AD327876294BR,Marcelo,Entregue,5.0
181032,2026-01-13,Metrópole Logística,PJ,Filial Regional,Apple Watch,3157.54,Correios,32.02,AD682742929BR,Diego,Entregue,4.0
180419,2026-01-13,Igor Bezerra,PF,Cliente direto,iPhone 14,5587.88,FOX,253.94,2083279960,Renan,Pendente de envio,
180313,2026-01-13,Priscila Nogueira,PF,Cliente direto,iPhone 15 Pro,8220.14,DHL,202.32,2917047932,Marcelo,Entregue,1.0
180114,2026-01-14,Axiom Tecnologia,PJ,Filial Regional,iPad Pro,0.01,DHL,225.3,5567134389,Diego,Entregue,6.0
180807,2026-01-14,Igor Bezerra,PF,Cliente direto,Trackpad,870.4,DHL,152.35,1805288267,Sabrina,Entregue,2.0
